product_id,loves_count,rating
P481145,5567,4.6561
P427313,14520,4.6559
P476493,12955,4.6557
P0901,3171,4.6557
P481728,13740,4.6555
P500894,24560,4.6554
P501185,4219,4.6552
P476039,1862,4.6552
P470063,15990,4.6551
P501215,9436,4.655
P501742,3624,4.6545
P481121,2532,4.6538
P474111,2182,4.6538
P477413,7419,4.6531
P456194,8236,4.6528
P473126,18644,4.6522
P476430,2583,4.6522
P501252,1138,4.6522
P501291,863,4.6522
P479511,21112,4.6518
P430718,117427,4.6512
P433904,5772,4.6512
P471034,3904,4.6512
P54477,72577,4.6511
P500897,8354,4.6509
P480590,6922,4.6504
P442839,25515,4.6503
P461182,0,4.6503
P500691,32382,4.65
P503002,2683,4.65
P482510,1933,4.65
P469468,8420,4.6497
P477157,22126,4.6494
P401158,10303,4.6494
P480302,8502,4.6494
P500253,77016,4.6492
P219412,53112,4.6492
P500845,7468,4.6492
P474110,11839,4.6491
P502966,45008,4.6486
P479352,30103,4.6484
P429909,79413,4.6478
P471537,5536,4.6477
P500101,14632,4.6475
P85798546,73941,4.6472
P502757,14582,4.6471
P501758,3337,4.6471
P504157,1398,4.6471
P505320,707,4.6471
P423925,158496,4.6467
P449367,7657,4.6467
P427385,183848,4.6466
P474807,9233,4.6465
P505009,629,4.6464
P505052,490,4.6464
P42204,81724,4.6463
P480375,4373,4.6463
P483686,14583,4.6457
P433444,34965,4.6453
P442742,16263,4.6453
P483455,5333,4.6452
P474372,28854,4.645
P483137,12192,4.6447
P386762,14709,4.6444
P480613,8097,4.6439
P482024,5212,4.6439
P385465,22420,4.6432
P470536,10202,4.643
P455660,15162,4.6429
P442735,8894,4.6429
P429630,8587,4.6429
P462846,7815,4.6429
P503767,3551,4.6429
P469072,9819,4.6418
P480162,3512,4.6416
P476414,35885,4.6414
P480281,21359,4.6413
P500317,1379,4.6413
P422640,26686,4.6411
P431735,17000,4.6411
P457697,8729,4.641
P460444,27662,4.6409
P504450,1306,4.64
P500430,22897,4.6398
P406529,5931,4.6393
P480609,40639,4.6392
P462339,24532,4.639
P500747,37664,4.6388
P475086,6836,4.6384
P450599,14261,4.6382
P442837,24567,4.6381
P473726,10098,4.638
P480160,20963,4.6379
P476675,2833,4.6377
P468717,1690,4.6377
P467630,9874,4.6376
P500639,3253,4.6376
P454313,80111,4.6375
P271538,64191,4.6371
P394534,276396,4.6369
P458220,3065,4.6369
P500874,2319,4.6367
P463452,18722,4.6364
P475109,16570,4.6364
P504001,5912,4.6364
P468851,5747,4.6364
P442727,5023,4.6364
P468855,4842,4.6364
P481363,3144,4.6364
P463476,2411,4.6364
P448744,2188,4.6364
P481368,1919,4.6364
P457889,1038,4.6364
P482541,73936,4.6358
P67988453,968317,4.6357
P466155,77027,4.6355
P472448,4079,4.6354
P469111,3993,4.6354
P412099,27852,4.6351
P480295,4927,4.6351
P500698,6568,4.6349
P467448,26765,4.6346
P468398,25183,4.6343
P504171,57316,4.6339
P419467,36600,4.6338
P503943,22075,4.6338
P481830,7559,4.6335
P501186,34585,4.6331
P441872,26992,4.6331
P471270,79029,4.633
P504064,4288,4.6324
P502039,61828,4.6322
P474820,20495,4.6321
P478239,18954,4.6319
P482552,46732,4.6316
P501014,14602,4.6316
P436346,9611,4.6316
P501004,1119,4.6316
P427600,95968,4.6314
P482742,8629,4.6311
P475066,20633,4.6308
P468163,40311,4.6307
P462362,12609,4.6307
P479348,26189,4.6306
P445832,15540,4.6303
P478731,9772,4.6299
P481336,4918,4.6298
P482052,7366,4.6296
P481975,3622,4.6296
P480461,20483,4.6294
P474381,13931,4.6288
P505129,6616,4.6288
P438618,43752,4.6286
P475093,1818,4.6286
P472303,964,4.6286
P474388,62160,4.6284
P393163,10852,4.6279
P422505,34536,4.6277
P469454,10153,4.6269
P259950,8831,4.6268
P460624,21230,4.6265
P84818,59164,4.6264
P430127,8880,4.6262
P174213,464024,4.625
P229406,286081,4.625
P480363,27088,4.625
P503582,18880,4.625
P500437,13421,4.625
P457650,9075,4.625
P455851,4610,4.625
P401768,3551,4.625
P500707,2361,4.625
P448830,1162,4.625
P483071,966,4.625
P449790,27306,4.6246
P39784685,170056,4.6245
P469218,1592,4.6242
P64879845,472069,4.624
P474329,18465,4.6237
P99809,34847,4.6236
P500636,173952,4.6231
P474813,43248,4.6228
P476876,16219,4.6225
P483699,5533,4.6225
P479707,23855,4.6222
P475124,8930,4.6222
P413150,8351,4.6222
P501737,992,4.6222
P481731,10469,4.6216
P500170,5164,4.6214
P474849,12955,4.6213
P505020,429,4.6212
P505007,269,4.6212
P270548,53605,4.6209
P501572,17788,4.6209
P397890,103131,4.6207
P503923,14229,4.6207
P476419,4902,4.6207
P397664,11399,4.6204
P411403,62988,4.62
P377755,132826,4.6199
P296439,25836,4.6199
P501236,3942,4.6196
P429971,20120,4.6193
P477258,17960,4.6192
P387906,330693,4.6191
P468150,8948,4.619
P500792,5699,4.619
P448182,5330,4.619
P9577,4749,4.619
P500766,4166,4.619
P483130,1322,4.619
P469847,29479,4.6178
P431733,17152,4.6173
P503863,1165,4.6173
P475134,39854,4.6171
P475133,37095,4.6171
P469504,14565,4.617
P500399,7565,4.617
P430871,34799,4.6165
P305132,241538,4.6163
P468829,14239,4.6159
P440981,13007,4.6158
P501782,29361,4.6154
P382431,8048,4.6154
P468354,5918,4.6154
P394957,5224,4.6154
P468658,104838,4.6149
P400057,68140,4.6143
P465313,2901,4.614
P480285,29708,4.6139
P94812,25054,4.6138
P500263,17260,4.6136
P472981,22310,4.6133
P471057,11903,4.6133
P278610,375001,4.6131
P412090,206601,4.6131
P426011,89562,4.6131
P474604,6802,4.6131
P503819,17364,4.6129
P474047,2652,4.6129
P441848,20738,4.6127
P504986,1107,4.6126
P381211,15731,4.6125
P502196,2413,4.6124
P122718,40899,4.6122
P467960,5526,4.612
P501520,1838,4.6117
P469099,15380,4.6115
P500038,6696,4.6115
P467450,67007,4.6114
P500618,9992,4.6111
P449167,9555,4.6111
P9550,5458,4.6111
P417615,4738,4.6111
P483139,3118,4.6111
P409419,1451,4.6111
P500446,932,4.6111
P466163,19684,4.6106
P444970,8621,4.6106
P246502,18198,4.6094
P474844,5509,4.6094
P504007,16300,4.6091
P425868,93021,4.609
P440650,16664,4.6089
P480151,27319,4.6087
P456569,6366,4.6087
P474809,6040,4.6087
P67784432,3409,4.6087
P425705,69269,4.6085
P44332878,39822,4.6081
P479700,70690,4.608
P481721,19024,4.6079
P453929,21491,4.6078
P501183,11406,4.6076
P461616,8884,4.6076
P461617,3340,4.6076
P375127,13344,4.6075
P482001,7650,4.6073
P432087,6318,4.6071
P503279,1386,4.6071
P460554,11705,4.6068
P162554,43851,4.6064
P480576,73493,4.6062
P427652,31318,4.6062
P391796,24671,4.6061
P270594,171118,4.6058
P462354,35765,4.6058
P474833,24376,4.6058
P443359,12290,4.6055
P483674,38136,4.6054
P481374,5340,4.6053
P502003,5208,4.6053
P476678,2438,4.6053
P468431,76194,4.6051
P468392,64605,4.6048
P471037,29785,4.6047
P468697,41611,4.6041
P504639,17823,4.604
P448200,6215,4.6037
P412097,71851,4.603
P500144,13004,4.6029
P423142,14546,4.6028
P474022,25520,4.6023
P481707,5194,4.6023
P37544587,46856,4.602
P448730,4136,4.6019
P482055,3748,4.6019
P450194,18213,4.6016
P464305,12853,4.6016
P476005,51948,4.6015
P458748,30189,4.6011
P469216,3105,4.6011
P450846,51295,4.601
P479705,7622,4.6009
P462417,38366,4.6006
P501198,49536,4.6005
P469152,18828,4.6
P471062,15019,4.6
P469058,11058,4.6
P483136,10653,4.6
P502339,8094,4.6
P392891,7994,4.6
P473738,7854,4.6
P479994,7591,4.6
P502233,7264,4.6
P429555,7013,4.6
P500287,6848,4.6
P501749,6686,4.6
P480358,6299,4.6
P442542,6057,4.6
P471747,5985,4.6
P501810,5646,4.6
P481995,5628,4.6
P472335,5426,4.6
P470049,4303,4.6
P500477,3873,4.6
P463625,3602,4.6
P473158,2123,4.6
P481734,1801,4.6
P473133,1467,4.6
P501413,1464,4.6
P459217,1285,4.6
P455232,1268,4.6
P502223,871,4.6
P481187,767,4.6
P502007,358,4.6
P462387,51662,4.5997
P476744,13995,4.5987
P461987,2586,4.5986
P442846,8931,4.5982
P464244,3840,4.5981
P458546,12625,4.5976
P505031,736,4.5975
P434021,51350,4.5971
P459503,70617,4.5969
P388218,14779,4.5967
P502046,3509,4.5966
P474600,71639,4.5965
P475092,2296,4.5965
P501451,32351,4.5964
P416598,4596,4.5957
P431443,4050,4.5957
P461985,3385,4.5957
P504212,71206,4.5954
P377519,19185,4.5952
P444023,14636,4.5952
P504612,4915,4.5952
P501171,4247,4.595
P500603,4332,4.5949
P462666,15015,4.5945
P54433,17846,4.5944
P144212,23581,4.5941
P455929,9931,4.5938
P477384,5605,4.5938
P484024,827,4.5938
P432032,25280,4.5935
P477202,3042,4.5932
P472041,7030,4.5929
P480581,12360,4.5926
P502479,11299,4.5926
P395004,3082,4.5926
P500397,2712,4.5926
P503881,1262,4.5926
P435108,10199,4.5923
P466656,26945,4.5921
P393141,16168,4.5918
P472468,76226,4.5912
P480642,10106,4.5912
P261211,114299,4.5911
P238433,49628,4.5911
P428908,7354,4.5911
P481135,5120,4.5911
P465784,39398,4.5909
P433466,13055,4.5909
P475061,8244,4.5908
P6430,92480,4.5902
P297710,10044,4.5897
P408241,9952,4.5897
P503927,6445,4.5897
P474601,12600,4.5893
P481160,7488,4.5893
P483698,4721,4.5893
P415958,77563,4.5889
P504774,10568,4.5882
P473181,7482,4.5882
P474119,5673,4.5882
P461641,3831,4.5882
P483079,1608,4.5882
P416222,62083,4.5879
P411365,38145,4.5878
P474340,13454,4.5878
P471237,52868,4.5877
P504062,9007,4.5875
P431505,85824,4.5871
P479345,100708,4.587
P446119,43947,4.587
P470542,8638,4.587
P448473,3887,4.587
P448472,3445,4.587
P375713,8831,4.5868
P500600,5073,4.5867
P61005,64159,4.5866
P483146,13488,4.5865
P471221,74586,4.5863
P483092,14845,4.5862
P408407,14481,4.5862
P426305,32165,4.5859
P385350,62769,4.5857
P408227,38153,4.5857
P473717,79019,4.5854
P399656,10231,4.5854
P390431,13745,4.5851
P255506,232390,4.585
P307000,37305,4.5849
P479693,17255,4.5849
P501781,11314,4.5843
P410181,88756,4.5842
P482329,41445,4.5841
P74312,286897,4.584
P457005,55320,4.5838
P379031,98093,4.5837
P475951,41215,4.5836
P438628,18126,4.5833
P500248,12680,4.5833
P500785,11340,4.5833
P434438,8285,4.5833
P440640,4935,4.5833
P468393,2306,4.5833
P502001,1002,4.5833
P503250,25289,4.5829
P385674,12874,4.5827
P439057,14365,4.5826
P409523,593515,4.5825
P458774,29258,4.5825
P473172,6074,4.5825
P505346,399,4.5825
P238001,21897,4.5822
P501587,7510,4.5818
P381777,3925,4.5818
P459829,63706,4.5815
P482699,20130,4.5812
P464239,5968,4.5809
P465757,194099,4.5807
P475046,15637,4.5806
P481058,7054,4.5806
P400061,5838,4.5806
P463105,5722,4.5806
P504574,3581,4.5806
P461605,11434,4.5805
P468640,6587,4.5805
P479706,5185,4.5803
P501808,20809,4.5802
P474946,8095,4.5802
P474947,7381,4.5802
P472341,2480,4.58
P428500,36609,4.5798
P04141879,98192,4.5796
P502464,4207,4.5796
P466142,42708,4.5795
P383083,4369,4.5795
P461466,7828,4.5794
P479343,361417,4.5792
P416057,182091,4.5791
P442836,56605,4.5791
P426023,12919,4.5789
P456941,8261,4.5789
P444196,5905,4.5789
P427397,21773,4.5788
P460561,7581,4.5788
P448719,16862,4.5779
P455236,73756,4.5778
P245901,32832,4.5776
P500768,17709,4.5776
P448202,12045,4.5776
P451937,51973,4.5775
P442844,66575,4.5769
P381110,11285,4.5769
P392941,4740,4.5769
P503639,2611,4.5769
P474872,51213,4.5767
P66703,31626,4.5764
P76000,26129,4.5763
P468161,25006,4.5763
P382379,16231,4.5763
P474808,11674,4.5762
P461633,48940,4.5761
P434431,32083,4.5758
P433974,3597,4.5758
P501961,1406,4.5758
P466882,14712,4.5754
P446638,23348,4.5752
P479355,72114,4.5749
P454799,5313,4.5749
P466661,40927,4.5747
P504003,4116,4.5747
P6463,27981,4.5744
P500870,6771,4.5743
P442845,63550,4.5741
P501031,5678,4.5741
P483701,4435,4.5741
P460513,43168,4.5739
P461224,18012,4.5738
P401602,93921,4.5736
P429271,65209,4.5736
P500152,5094,4.5736
P442563,533877,4.5734
P471255,20179,4.5734
P504297,33427,4.5732
P459127,14302,4.5731
P501188,1673,4.5729
P503867,8178,4.5728
P503878,20729,4.5727
P500746,8865,4.5727
P466114,48739,4.5722
P244509,25336,4.5721
P171300,10328,4.572
P480177,22539,4.5714
P443370,21673,4.5714
P501791,17468,4.5714
P503925,12449,4.5714
P416728,9535,4.5714
P503890,8957,4.5714
P503898,8290,4.5714
P502974,6550,4.5714
P476556,5569,4.5714
P503732,4978,4.5714
P469040,4462,4.5714
P414030,3922,4.5714
P501152,3802,4.5714
P455002,2344,4.5714
P469050,2129,4.5714
P504023,1323,4.5714
P504165,852,4.5714
P422289,840,4.5714
P500999,570,4.5714
P469538,25847,4.5707
P476729,11881,4.5707
P195321,34319,4.5706
P391797,15389,4.5701
P461624,4314,4.5701
P481998,8870,4.57
P475629,15716,4.5697
P434526,53879,4.5696
P474851,8283,4.5696
P464781,29465,4.5692
P461162,13624,4.5692
P457812,60714,4.569
P504605,15099,4.569
P435416,29431,4.5687
P458271,1097,4.5684
P388029,57777,4.5679
P387939,15139,4.5679
P96809,3218,4.5679
P462361,22933,4.5678
P462718,23551,4.5672
P117410,17410,4.5671
P12495,257774,4.5667
P456412,38097,4.5667
P473824,2205,4.5667
P503657,12606,4.5665
P382443,31516,4.5664
P476428,13429,4.5664
P456395,12712,4.5664
P469217,1661,4.5662
P386464,150815,4.566
P426163,57009,4.566
P449138,6404,4.5654
P469451,4781,4.5652
P423431,3170,4.5652
P473145,79630,4.5648
P476415,36209,4.5648
P438617,54075,4.5647
P458508,23154,4.5647
P480447,13877,4.5646
P476750,2335,4.5638
P503831,5002,4.5636
P469156,19940,4.5635
P469155,18616,4.5635
P457236,9568,4.5635
P395212,26660,4.5633
P230538,27905,4.5632
P394624,151868,4.5631
P432080,70168,4.5631
P423123,10658,4.5631
P422430,15564,4.5629
P419112,4350,4.5625
P501966,2476,4.5625
P474967,2299,4.5625
P477204,5299,4.5623
P472997,106615,4.562
P473012,19347,4.5619
P473322,39989,4.5614
P504890,4306,4.5614
P501589,23446,4.5613
P501568,27774,4.5611
P481341,4205,4.561
P463015,1025,4.5606
P399986,6753,4.5604
P500300,831,4.5604
P469440,38077,4.5603
P472472,22873,4.5603
P412096,56128,4.5601
P418872,69759,4.5597
P469530,16182,4.5597
P504279,4346,4.5597
P450632,22064,4.5596
P476731,12981,4.5596
P262113,72328,4.5594
P461614,7568,4.5591
P42205,55765,4.559
P76001,9714,4.5586
P54509,55339,4.5585
P432049,17924,4.5584
P462835,6404,4.558
P474309,2018,4.558
P481128,25405,4.5578
P440305,16803,4.5575
P399992,123621,4.5573
P481395,3230,4.5573
P482303,18195,4.5568
P417178,19111,4.5567
P71078978,42844,4.5566
P479320,61100,4.5565
P431852,207742,4.5563
P501169,24244,4.556
P456400,25187,4.5556
P471529,23070,4.5556
P468385,22581,4.5556
P502013,21372,4.5556
P501535,14435,4.5556
P481712,10008,4.5556
P502967,8529,4.5556
P464315,7712,4.5556
P482259,5254,4.5556
P449150,4568,4.5556
P409407,2857,4.5556
P429076,2177,4.5556
P470248,1842,4.5556
P428063,637,4.5556
P457010,0,4.5556
P469510,60835,4.5551
P427367,30396,4.555
P421281,97905,4.5547
P270580,31922,4.5546
P476746,15813,4.5546
P467776,6474,4.554
P473854,5510,4.554
P313009,39004,4.5538
P417195,13045,4.5536
P500419,1903,4.5532
P448854,383024,4.5531
P442743,9001,4.5531
P428123,43353,4.5527
P473336,53522,4.5526
P480000,42901,4.5525
P436005,28016,4.5523
P479339,47908,4.5522
P478020,2017,4.5522
P258057,7255,4.5521
P503747,2618,4.5521
P503737,2454,4.5521
P109906,52074,4.552
P481164,2628,4.5518
P468827,7156,4.5515
P431565,5151,4.5515
P418804,153058,4.5511
P475045,42036,4.551
P503357,12184,4.551
P397623,40090,4.5507
P403928,2790,4.5507
P244911,47764,4.5505
P479337,78803,4.5504
P448734,6771,4.5503
P481950,3966,4.5503
P477985,24791,4.5501
P480465,4403,4.55
P483453,4292,4.55
P281425,1417,4.55
P502758,1322,4.55
P461618,5458,4.5492
P461619,1950,4.5492
P469527,13473,4.5484
P481161,8461,4.5483
P405597,39447,4.5481
P410469,31062,4.5481
P484084,13934,4.548
P473171,24715,4.5479
P502066,5526,4.5479
P69512,27289,4.5476
P479462,5176,4.5476
P480377,3565,4.5476
P474377,104455,4.5474
P384533,47240,4.5474
P503191,17810,4.5474
P473828,20885,4.5473
P500622,70676,4.5471
P435800,43083,4.547
P12420,130494,4.5468
P377485,28686,4.5468
P438526,17941,4.5467
P481162,5184,4.5465
P467615,37108,4.5464
P471097,7753,4.5462
P479329,29217,4.5461
P472978,98337,4.546
P467945,2700,4.5457
P269122,234295,4.5455
P460865,21962,4.5455
P469046,4701,4.5455
P428103,3863,4.5455
P442546,3612,4.5455
P469215,3082,4.5455
P409413,1282,4.5455
P17484987,122940,4.545
P429604,62747,4.5449
P461615,14075,4.5449
P446816,12816,4.5449
P481386,6720,4.5449
P461544,20491,4.5442
P461979,1667,4.5441
P500315,1171,4.544
P482535,118258,4.5439
P375939,82329,4.5438
P484054,11469,4.5438
P423148,49959,4.5435
P443350,20995,4.5435
P479989,13260,4.5432
P479985,8883,4.5432
P469839,39865,4.543
P483500,21960,4.543
P468345,13422,4.543
P427319,17083,4.5429
P482054,5890,4.5429
P503281,915,4.5429
P504072,62771,4.5428
P433811,123508,4.5427
P408219,278187,4.5425
P441847,24080,4.5422
P477492,7730,4.5422
P422002,112588,4.542
P474060,19428,4.542
P474812,39659,4.5417
P193246,11729,4.5417
P472343,4114,4.5417
P122761,3039,4.5417
P482664,19965,4.5414
P439055,33910,4.5413
P502976,4043,4.541
P461988,1940,4.541
P427527,55328,4.5407
P504218,23678,4.5405
P483643,12568,4.5405
P440491,6646,4.5405
P480300,5049,4.5405
P435109,8096,4.5403
P395022,13341,4.5402
P431723,8971,4.5399
P484081,11155,4.5397
P473723,4072,4.5395
P456392,145749,4.5393
P475112,11430,4.5392
P377561,56547,4.5391
P450917,18585,4.5391
P477816,14360,4.5387
P482696,16508,4.5385
P442745,11217,4.5385
P501443,8825,4.5385
P460411,6354,4.5385
P479465,3669,4.5385
P390987,3095,4.5385
P377710,373458,4.5384
P270540,33807,4.5382
P152203,54762,4.5379
P163103,159691,4.5377
P399835,42528,4.5377
P443788,15569,4.5377
P442830,108468,4.5374
P500706,30476,4.5373
P395000,12740,4.537
P501710,9084,4.537
P472031,14414,4.5366
P471009,19999,4.5365
P448111,43464,4.5362
P457237,9757,4.5359
P436506,109925,4.5358
P504805,3226,4.5358
P382409,7772,4.5357
P411714,4043,4.5357
P97989778,1401068,4.5356
P468821,60505,4.5356
P454771,4469,4.5349
P468672,3131,4.5347
P474810,44737,4.5346
P448881,32559,4.5346
P449149,27345,4.534
P416564,69489,4.5336
P500289,15755,4.5336
P500876,6325,4.5336
P431848,102859,4.5335
P173652,22311,4.5335
P375126,18194,4.5333
P442734,12040,4.5333
P375375,7505,4.5333
P501798,4695,4.5333
P474046,3383,4.5333
P269110,1638,4.5333
P452943,16349,4.533
P462891,25211,4.5328
P449767,14839,4.5328
P423647,37229,4.5325
P427516,35876,4.5323
P500993,11896,4.5322
P122661,16656,4.5321
P479964,15506,4.5321
P55978864,231534,4.532
P469511,36209,4.5318
P432502,229844,4.5317
P409631,38635,4.5315
P502852,11514,4.5314
P469818,10510,4.5311
P467602,17890,4.5306
P481098,53218,4.5305
P412086,43064,4.5304
P469831,4836,4.5303
P456193,6228,4.5302
P375237,14480,4.5301
P122807,9615,4.5299
P395697,145082,4.5295
P126301,185324,4.5294
P453816,37388,4.5294
P483112,4168,4.5293
P483111,3593,4.5293
P482003,40008,4.5291
P473330,4083,4.529
P284710,41755,4.5287
P504160,7853,4.5287
P458631,6778,4.5287
P451996,7623,4.5285
P472325,74765,4.5283
P469517,16079,4.5281
P441638,2132,4.5281
P453928,27356,4.5278
P476884,6801,4.5278
P433906,4952,4.5278
P504168,1951,4.5278
P461984,1718,4.5278
P504122,999,4.5278
P500637,147671,4.5277
P284716,305092,4.5273
P481739,43004,4.5273
P457232,16947,4.5273
P467760,161786,4.5272
P501733,4216,4.5268
P501729,2516,4.5268
P463061,85434,4.5266
P468843,19078,4.5264
P472016,20679,4.5263
P501346,14749,4.5263
P476886,10646,4.5263
P406640,10463,4.5263
P469199,5291,4.5263
P428440,4595,4.5263
P474114,3322,4.5263
P457854,2959,4.5263
P466430,59113,4.5262
P471735,22043,4.526
P158509,947,4.526
P457223,129672,4.5259
P466674,0,4.5259
P500123,49198,4.5256
P436148,334894,4.5255
P432863,31876,4.5249
P468383,33245,4.5248
P500019,11146,4.5248
P39678,14426,4.5246
P500777,41928,4.5244
P456216,13419,4.5244
P467208,101479,4.5243
P455898,55894,4.5243
P452428,16592,4.5238
P504000,2803,4.5238
P449122,10891,4.5236
P483664,11696,4.5233
P473838,43559,4.5232
P500267,661,4.5231
P463071,117502,4.523
P453930,26613,4.5228
P390932,23316,4.5228
P504204,1437,4.5227
P500687,7237,4.5226
P164932,34913,4.5225
P448158,7361,4.5225
P503349,9537,4.5221
P444545,25338,4.5217
P480335,11277,4.5217
P431168,4445,4.5217
P504608,419,4.5217
P61004,117617,4.5216
P431151,38065,4.5216
P431153,15857,4.5216
P474316,95588,4.5215
P468830,11996,4.5214
P476013,5403,4.5211
P427608,8765,4.5208
P476680,2856,4.5208
P440313,73763,4.5207
P449116,181114,4.5206
P449117,67127,4.5206
P248407,300432,4.52
P393137,11510,4.52
P429419,9381,4.52
P502020,504,4.52
P12295,78005,4.5196
P423136,34428,4.5196
P443700,16436,4.5196
P504183,35511,4.5195
P406283,26163,4.5192
P481351,3402,4.5191
P384963,267732,4.519
P425663,9247,4.519
P461949,7514,4.5187
P473319,47382,4.5185
P445425,12455,4.5185
P469186,10652,4.5185
P476444,6744,4.5185
P448711,5780,4.5185
P480374,3774,4.5185
P438620,59250,4.5182
P475526,10313,4.5178
P48406,52340,4.5176
P375938,13821,4.5175
P503832,3392,4.5175
P472162,74432,4.5174
P415620,31464,4.5168
P454806,7071,4.5168
P391910,7818,4.5164
P467958,2382,4.5164
P377570,33244,4.5163
P501029,8391,4.5163
P502588,2470,4.5161
P449555,39133,4.5158
P477478,9099,4.5158
P461989,2787,4.5156
P384710,37072,4.5154
P400324,15996,4.5154
P479853,22179,4.5152
P472813,6536,4.5152
P436378,6043,4.5152
P122651,7569,4.515
P307907,77988,4.5149
P425327,41017,4.5149
P425869,65775,4.5148
P479340,28434,4.5148
P433443,47248,4.5147
P467209,52171,4.5146
P505160,295,4.5146
P448102,154683,4.5144
P448106,60012,4.5144
P451282,7145,4.5143
P479362,55041,4.5142
P455237,17458,4.514
P479358,36283,4.5138
P479474,19856,4.5138
P483661,15482,4.5135
P193706,4724,4.5135
P407507,4245,4.5135
P466880,12212,4.5133
P501179,3076,4.5132
P459156,23531,4.513
P473308,10343,4.513
P500744,24932,4.5128
P4103,2881,4.5126
P448201,18392,4.5121
P474856,4364,4.5113
P36740,3756,4.5113
P3617,69468,4.5111
P461947,10799,4.5111
P420118,6937,4.5111
P467979,4629,4.5111
P421276,15906,4.511
P501760,72173,4.5109
P477748,9706,4.5109
P430240,122040,4.5108
P436270,50146,4.5108
P387211,14446,4.5102
P475971,4720,4.5102
P476749,3263,4.5097
P467622,25359,4.5096
P444048,256184,4.5094
P430146,109521,4.5094
P456940,14448,4.5094
P479501,31262,4.5093
P440949,18300,4.5093
P420600,17900,4.5085
P287700,107804,4.5084
P467617,6191,4.5084
P481969,80611,4.5083
P451503,6797,4.5082
P464242,2472,4.5082
P63087293,462133,4.5079
P386761,12792,4.5079
P466881,10562,4.5079
P474602,7764,4.5079
P469191,6214,4.5079
P463355,6027,4.5079
P122735,89554,4.5075
P468693,166231,4.5074
P444921,21961,4.5074
P466429,28289,4.5073
P449342,257946,4.507
P474948,43958,4.507
P457246,42087,4.5069
P483663,24324,4.5069
P477136,36435,4.5068
P461420,58797,4.5065
P461421,26187,4.5065
P468433,55235,4.5061
P500251,46481,4.5061
P422574,41942,4.5059
P423666,26547,4.5058
P439936,20339,4.5058
P461545,14331,4.5057
P422571,22624,4.5055
P502306,21782,4.5054
P395028,4144,4.5054
P468455,17009,4.5049
P456414,12229,4.5049
P427318,9291,4.5046
P309813,426543,4.5045
P461188,108565,4.5045
P434207,4549,4.5045
P405521,38816,4.5043
P385317,33308,4.5041
P481096,24635,4.504
P500303,22142,4.504
P472043,6844,4.5038
P469528,33137,4.5036
P427413,295071,4.5035
P461626,3323,4.5034
P422013,39855,4.5033
P422269,27221,4.503
P455612,10316,4.503
P109908,813497,4.5029
P461629,6324,4.5029
P474081,1136,4.5029
P258016,14628,4.5028
P501027,7115,4.5028
P484025,62906,4.5027
P474068,4877,4.5027
P390722,204028,4.502
P483708,3008,4.5019
P464234,2860,4.5019
P483692,2534,4.5019
P461537,190401,4.5018
P504595,5450,4.5018
P395615,185939,4.5015
P504887,12857,4.5015
P415763,20649,4.5013
P415765,8620,4.5013
P427916,44106,4.5012
P429915,74691,4.5
P450845,43154,4.5
P479344,34292,4.5
P481744,28818,4.5
P481696,25948,4.5
P500139,23001,4.5
P501288,22932,4.5
P249815,20148,4.5
P505244,11906,4.5
P455655,11391,4.5
P401570,11239,4.5
P433652,10930,4.5
P502419,10238,4.5
P455656,10179,4.5
P429254,9361,4.5
P406330,9292,4.5
P477717,9240,4.5
P502634,8743,4.5
P436347,8426,4.5
P382377,8336,4.5
P502417,8330,4.5
P428414,8231,4.5
P193247,7823,4.5
P503993,7673,4.5
P504702,7268,4.5
P484064,6925,4.5
P481704,6419,4.5
P503123,5990,4.5
P501475,5957,4.5
P463480,5632,4.5
P475911,5404,4.5
P480174,5295,4.5
P483501,4679,4.5
P462885,4639,4.5
P390007,4523,4.5
P483145,4478,4.5
P448446,4357,4.5
P481078,4281,4.5
P417213,4100,4.5
P466879,3599,4.5
P502275,3549,4.5
P501789,3532,4.5
P395507,3331,4.5
P470245,3223,4.5
P463110,2963,4.5
P416589,2931,4.5
P397665,2899,4.5
P448474,2896,4.5
P504508,2836,4.5
P502709,2768,4.5
P482661,2564,4.5
P505124,2375,4.5
P462383,2333,4.5
P480610,2199,4.5
P425469,2140,4.5
P467107,1960,4.5
P502217,1945,4.5
P451750,1832,4.5
P501144,1828,4.5
P501989,1657,4.5
P481987,1580,4.5
P474323,1575,4.5
P502047,1448,4.5
P405285,1428,4.5
P504123,1423,4.5
P482016,1418,4.5
P409416,1333,4.5
P472022,1300,4.5
P503939,1253,4.5
P472338,1239,4.5
P504939,1206,4.5
P504310,1172,4.5
P503731,1164,4.5
P462868,830,4.5
P501709,809,4.5
P504288,789,4.5
P502592,771,4.5
P380557,753,4.5
P500151,665,4.5
P481182,658,4.5
P433827,0,4.5
P454800,0,4.5
P218700,134089,4.4998
P471535,19491,4.4992
P69502,31809,4.4991
P471046,17005,4.4985
P464245,1784,4.4983
P281424,62440,4.4982
P377465,6678,4.4982
P384996,163884,4.4981
P4010,54926,4.4981
P462363,11507,4.498
P448185,34356,4.4977
P472977,122588,4.4976
P503721,11747,4.4974
P457695,8961,4.4971
P461631,4862,4.4971
P474082,1248,4.4971
P404776,26462,4.497
P94902,6674,4.4968
P474825,29199,4.4967
P420019,93355,4.4966
P375391,77569,4.4964
P454942,26101,4.4964
P9941,18246,4.4962
